Text,Polarity
 কেমন আছো মিম তোমার ঠুটে তিল টা খুব সুন্দর লাগছে ,positive
মিরাজ হবে আমাদের ভবিষ্যৎ বিশ্বসেরা অলরাউন্ডার ,positive
 বক্তদের কারনে আপনি কিন্তুু এখন সাকিব আল হাসান মনে রাখতে হবে ,positive
 আপোসহীন নেত্রী আপনার চাইতে ভালো বুঝেনভাইজবাব সঠিক সময় আসলেই দিবেন তিনি  ,positive
অনেক অনেক শুভ কামনা তোমায় ,positive
 আমার মতে বয়াটার খুলে তাদের কে বাসসুচতান দেবার দরকার ,positive
 আফ্রিদি এর জন্য খুব বড় মাপের তারপরও বাংলাদেশের খেলায় বিদেশি অধিনায়ক না বানানোই ভাল কারন বিদেশিরা বাংলাদেশি নতুন সম্পর্কে অনেক কম জানেন অধিনায়ক হিসেবে নাইম আশা করি অনেক ভাল করবে ,positive
 আপনার সর্বাঙ্গীণ মংগল কামনা করছি ,positive
 লোকে কি আর সাধে বলে আওয়ামীলীগে জামায়াত পন্থী ভরে যাচ্ছে  এখনও সাবধান হোন আওয়ামীলীগের যারা সত্যিকারের ভাল চান  ,positive
 আগের মেয়েটা কি গাইল এখন মন ভরে যাওয়া গান শুনছি ,positive
 সত্যি তুমি বাংলার বীর সন্তান ,positive
 ভালো আল্লাহ যেন তার আশা পূরণ করেম আমিন ,positive
 আমি একটি লাভা কিনছিকিভাবে অটো ট্যাগ করে আমি জিবি পেতে পারি আসলে অটো ট্যাগ কি আমি বুঝতেছি না ,negative
 এই ব্যাপারে আমরা কাজ করছি এবং আশা করছি খুব তাড়াতাড়ি সমস্যাটি সমাধান করা সম্ভব হবে সাময়িক সমস্যার জন্য আমরা আবারো দুঃখিত ধৈর্যের সহকারে আমাদের সাথে থাকার জন্য ধন্যবাদ ,negative
 দুঃখিত আপনার প্রশ্নটি ক্লিয়ার নয়  দয়া করে বিস্তারিত বলুন ,negative
 দুঃখিত প্রবলেমটির জন্য এই ব্যাপারে সঠিক ফিডব্যাক দেয়ার জন্য আপনার নাম্বার এবং কোয়েরি ডিটেলস আমাদের ইমেইল করার জন্য অনুরোধ করছি আমাদের মেইলের ঠিকানা অথবা আপনি চাইলে আমাদের সাথে এর মাধ্যমেও যোগাযোগ করতে পারেন করতে আমাদের ভিজিট করুন ,negative
 দেখেই বুঝা যাচ্ছে এইবার আর সাস্থ্যর কোনো সমস্যা হবে না ,negative
 এইটা আবার কি কালচার শুরু হলো জেলায় জেলায় বিশ্ব এজতেমা তুরাগ পারের এজতেমার যে কদর যে আবেদন তা কি ,negative
 এটা মুলত সরকারের চাল এজতেমায় বিপুল মুসলমানের জমায়েতকে তারা ভয় পায় মনে হয় তাই জেলা ভিত্তিক ভাবে এটা শুরু করে এটাকে গুরুত্ত হীন করে দেওয়ার অপকৌশল মাত্র ,negative
 একটা জাতিকে ধ্বংস করতে কিছুই দরকার হয় না বিবেক টা একটু নোংরা করলেই চলে ,negative
 দিন দিন লোক বেড়ে যাওয়ায় জেলার সবাইকে তুরাগ তীরে জায়গা দেয়া যায় না এজন্য এক বছর অপর বছর এভাবে তুরাগ তীরে ইজতিমাহ হবে এবছর যে জেলা তুরাগ তীরে যাবে না তারা নিজের জেলায় ইজতিমাহ করবে ,negative
 গেইল কে ভয় পাইনা এরকম কোনো বোলার নাইযদি গেইল দাঁড়িয়ে যাই ,negative
 এমন কি সমস্যা যার সমাধানে কোটি টাকা পাওয়া যাবেনাকি সব কিছুই মিথ্যা ,negative
 এগুলো সব ধোন আর নুনু জাত ,negative
 ডোজটা একটু কড়া পরেছে তাই ভুলভাল বকছিস  ,negative
 মালু গরুর বাচ্চা তোর মা কয়টা গরুর চোদা খাইয়া তোরে বাহির করছে জারজএর বাচ্চা জারজ সিং ,negative
 যে যেটা করে সেটাই বলে রেন্ডিয়ার মাগিগুলো এমনই তো তাই ,negative
মালাউন কা বাচ্চা কাভি নেহি আচ্ছা ও ভি সাচ্ছা ও তো শুয়োর কা বাচ্চা ,negative
 কিরে মালাউনের বাচ্চা মালাউন গরুর মুত কি আজ কম খায়ছিস এই মালাউন শুনে যা বাংলাদেশের যে সম্মান আছে তোর দেশ বিশবার বিক্রী করলেও সেই সম্মান আনতে পারবীনা হালায় মালাউন গরুর বাচ্চা ,negative
 কিরে আজকে গরুর মুত কম পড়েছে নাকি উটের মুত খাওয়ার কথা ভাবছিসখা খা প্রাণ ভরে খা এখান থেকে করবকিনবি নাকি ,negative
 মালাউন কা বাচ্চা কাভি নেহি আচ্ছা ও ভি সাচ্ছা ও তো শুয়োর কা বাচ্চা ,negative
 মুসলিম শাসকরা কসাই ছিল তারা রাজ্য জয় করে বার্মার বৌদ্ধদের মত বিধর্মীদের কচু কাটা করত সেই শাসকদের পাপের কারণেই আজকে রোহিঙ্গা মুসলিমদের এই করুন অবস্থা ,negative
 এইসব নিউজ কোন নিউজ পেপারে দেখিনা নয়া দিগন্ত পাকিস্তানের দালাল তাই পাকিস্তানের হয়ে মিথ্যা খবর প্রচার করে অতই যদি পারো তাহলে ভারত পাকিস্তানের যুদ্ধে ভারত বারই জয়ী পাকিস্তানের খালি চাপাবাজিতে এগিয়ে ,negative
 হা হা তোরা এই বালের সমীকরণ নিয়ে থাক আর ওদিকে মায়ানমার তোদের জাতিকে পুড়ায় মারতেছে হা হা হা স্টুপিড জাতি ,negative
 আচ্ছা ভাই যদিও আমি ডানপন্থী লোক তারপর ও না বলে পারছি না আপনারা পাকিস্তান ছাড়া আর কোন নিউজ পান না ব্যাপার টা কিন্তু খুব বিরক্তিকর ,negative
 এই ভুয়া নিউজে বাংলাদেশের কিছু পাকি জারয মহা খুশি হয়েছে দেখা যায়  ভারতে এয়ার ফোর্স পাকিস্তানের চেয়ে তিন গুন শক্তিশালী সমীকরণ ভাল করে দেখো ,negative
 ভারত গরুর মুত্র পানকারী একটি সন্ত্রাসী রাষ্ট্র যেটা প্রতিবেশী সব দেশে অশান্তি সৃষ্টি করে যাচ্ছে লাখ লাখ স্বাধিনতাকামী কাশ্মিরী হত্যা করিতেছে ,negative
 ভারতকে পাকিস্তান তুলার সাথে তুলানা করে ভারত পাকিস্তানের মোকাবেলা করার সাহস নাই পাকিস্তান ভারতকে প্যাকেট করতে বেশী সময় লাগবেনাভারত হলো চাপাবাজ দেশ ,negative
 ভারতের অত্যাধুনিক টি বিমানের হামলার কোনো উওর নেই আর ভাব চোদায় পাকিস্তান এই টি বিমান ভারী গোলাবর্ষন সাবমেরীন পরমানু নিক্ষেপ করে পাকিস্তান ও পাকিস্তান জারজদের নিমেশে ধ্বংশ করতে প্রস্তুত ,negative
সুন্দর একটা প্ল্যান তৈরী হয়েছে সালের নির্বাচনে কোন বিএনপি নেতা ঘরে ঘূমাতে পারবে না সবার জায়গা হবে জেল খানায় কেউ ভোটে বাধা দিতে পারবে না আবারো বিনা ভোটে সরকার গঠনএই বাংলার জনগন পরাধীন সাধীন নয় যদি সাধীন হতো তাহলে নিজের খুশি মত ভোট দিতে পারত ,positive
 সাকিবকে নতুন করে কিছুই বলার নেই  কারন সে অসাধারণ তার সাথে কারও তুলনা নাই তাদের ভাবা না ভাবায় কিছু যায় আসে না  সাকিব সবসময়ই সেরা  তবে বাংলাদেশের জয়ের আরেকটি মূলমন্ত্র হলো প্রতিটি সিরিজে একটি করে নতুন বোলারের অভিষেক ঘটানো  কারন বাংলাদেশ টিমে যারই অভিষেক হয় সেই ভালো বল করে  আশা করি বিসিবি এদিকে নজর দিবেন ,positive
 বর্তমানে আমাদের বন্ধ সিমের একটি অফার চলছে এই অফারে ঠিক টাকা রিচার্জে যেকোনো জিপি নম্বরে আধা পয়সাসেকেন্ড রাত টা থেকে বিকাল টা কল রেট এবং অন্য নম্বরে পয়সাসেকেন্ড ঘণ্টা কল রেট দিন মেয়াদে উপভোগ করতে পারবেন সাথে এসডি ভ্যাট এবং সারচার্জ প্রযোজ্য হবে এছাড়া টাকা রিচার্জে এমবি ডাটা দিন মেয়াদে ব্যবহার করা যাবে ব্যালেন্স চেক করতে দয়া করে ডায়াল করুন  আপনার নাম্বারটি এই অফারটির জন্য আওতাভুক্ত কিনা চেক করতে স্পেস লিখে পাঠ ,positive
 মিয়ানমারে আবারো আন্তর্জাতিক কড়া নিষেধাজ্ঞা জারি করা উচিত ,positive
আপনি জানেন গায়ক হবার আগে আসিফ ক্রিকেটার ছিলেন ছিলেন বিসিবির নিয়মিত আয়োজন বিভাগীয় ক্রিকেট চ্যাম্পিয়ন এবং সে দলের অধিনায়ক ,positive
 ভাইয়া কতো স্যালুট চাও তুমি একটা স্যালুটের বিনিময় আপনাকে বাংলাদেশের কোটি মানুষ স্যালুট না হাজার হাজার স্যালুট দেওয়ার জন্য চোখের পানিও জরিয়েছেহাজার স্যালুট আপনাকে ,positive
 ভাই খাওয়ার মিনিট আগে পোস্ট কইরেন আপনি সাকিবসে আছেন  ঢাকা শহরে যে জ্যাম দৌড়াইয়া হইলেও মিনিটে বনানি তে যাইয়া পৌছমু কারন আপনে আমার হার্ট ,positive
 ইয়া আল্লাহ তুমি ছাড়া সাহায্যকারী তাদের আর কেউ নাই ,positive
 ওদের নিযে বাঙলাদেশের অভিঙ্গতা যেমন তেমনি ব্যবহার করা উচিত ,positive
তাহলে সমস্ত মুসলমান দায়ি থাকবে আল্লাহার কাছে কিয়ামতের ময়দানে এর জবাব দিতে হবে ,positive
 আল্লাহ তুমি ইটলিয়দের হেদায়েত করুন ,positive
 সাকিব বাই তোমার গজনে সেরা অার মিরাজ তারতো তুলনাই নাই ,positive
 এই নাছির বাংলাদেশকে অনেক মেচ জিতালো ,positive
 ঐ হারামীঐ হারামী চরম একটা ফানি পেইজ হাসতে হাসতে পেট ব্যাথা হয়ে যাবে ঐ হারামীঐ হারামীঐ হারামী আপনার মন খারাপ নো প্রবলেম চলে আসুন আমাদের পেইজে সেকেন্ডে মন ভালো হয়ে যাবে ঐ হারামীঐ হারামীঐ হারামীঐ হারামীঐ হারামী ,positive
সালারা মশা হয়ে হাতিরে ধমক দেয় ফাকিসতান ,negative
 ফালতু নিউজ প্রচার থেকে বাদ থাকুন ,negative
 আরে আহাম্মক মায়ানমার কে শায়েস্তা করতে হলে তার পাশের দেশের সহযোগীতা লাগবে আর সেই দেশের প্রধান হল মুসলিম নামে মুনাফিক ইসলাম এর দুশমন তা হলে আপনি মানুষ হয়ে পারলে অন্য নিরিহ অসহায় মানুষ এর বিপদে তাদের পাশে দাডান অন্যায়ের বিরুদ্ধে প্রতিবাদ করুননা হয় ছুপ থাকুন ,negative
 নয়াদিগন্ত দেখছি উলোট পালোট নিউজ দেয়ভারতের ধারেকাছেও নেই পাকিস্তানশুধু নয়াদিগন্তের হৃদয়ে পাকিস্তান ছিঃ নয়াদিগন্ত ছিঃ রাজাকারের পেপার নয়াদিগন্ত ,negative
 টয়লেট ইন্ডিয়ার লোকদের শরীরে জ্বালা কারন ভারতের পত্রিকার মতো পাকিস্হান সম্পর্কে নয়া দিগন্ত মিথ্যা কথা লিখতে পারেনা ,negative
 পাকিস্তানের পক্ষে দালালি আর কত করবি সারা বিশ্বে সামরিক শক্তিতে ভারতের অবস্তান চার আর পাকিস্তানের তা কি তোরা জানো না ,negative
 সেনাবাহিনী থাকলে তো আর ভোট চুরি করতে পারবে না আইভী ,negative
আওয়ামীলিগ থাকলে সেনাবাহিনী কোন প্রয়োজন নেই ,negative
 ভারতকে গুড়িয়ে দিক তাতে আমাদের জানার দরকার ও নেই ,negative
 যদি হার্ড ভাবে স্পিন পিচ বানায় তাহলে ইংল্যান্ড এর কনো অস্ত্রই কাজ করবে বলে মনে হচ্ছেনা ,negative
 যদি এদের জামিন দেওয়া হয় তাহলে দেশে যত খুনি ডাকাত চোর সবাই কে জামিন দেওয়া হোক কারন তাদের চাইতে বড় আপরাধি এরা হাজার হাজার বেকার যুবক কে নিস্ব করেছে ,negative
 এদেরকে গাছের সাথে পিছমোড়া করে বেধে পোতাপেটা করা উচিৎ ,negative
 দুই চিটারের পাছায় গাছ ডুকিয়ে দেয়া উচিৎ ,negative
এক পা দু পা করে দিন গুলো গেল কেটে কেমন যানি করে অবু তুমি ভালো থেক কেক কাটবে কখন আমি খাব কখন অবু দুসত ,positive
 বাংলাদেশ জাতীয়তাবাদী দল বিএনপির সিনিয়র ভাইস চেয়ারম্যান এর শুভ জন্মদিন সফল হোক সুন্দর হোক ,positive
 আল্লাহ তুমিই ভাল বুজ যা কর তুমি আল্লাহ বান্দার ভালর জন্যই কর আমিন ,positive
 ভাই আমিও আছি আপনাদের সাথে এই অনভিঙ্গ টিমমেনেজমেন্টের বিরুদ্ধে রাস্তায় নেমে প্রতিবাদ করতে আপনারা সবাই সরব হন এখনই উপযুক্ত সময় ,positive
 এই ম্যাচ জেতা মানে কাপ ঘরে নিয়ে যাওয়া সাবাশ খুলনার বাঘ ,positive
 অনেক ভাল হবে আপনার পসতাব ,positive
 বড় হয়ে বাবার মতো দেশের মুখ উজ্জল করবে ,positive
 আল্লাহ তুমি এদের সাহায্যে করুন  ,positive
 আমি আবুদাবী প্রবাসী সকল প্রবাসীর অভিননদন ,positive
 সাবাস ভাইজানভাইয়া আমার দোয়া রয়লো ,positive
 ড জাকির নায়েক ভারতে নিষিদ্ধ হওয়ায় শ্রী শ্রী রবি শংকর ও ভারতের হিন্দুরা সহ বিশ্বে সকল বিধর্মীরা যে পরিমাণ খুশি হয়েছে তারচেয়েও বেশি খুশি হয়েছে বাংলাদেশের উলামায়েছু গুলো ,positive
 যতই কষ্ট পাইনা কেন হারলেও বাংলাদেশ জিতলেও বাংলাদেশকারন আমি যে এদেশের সন্তান কি করে দেশের খেলা না দেখে থাকবকি করে সাকিবের দুর্দান্ত বোলিং সাব্বিরের ব্যাটিং না দেখে টেলিভিশনের সামনে থেকে চলে যাবএটা হয়না এটা কোনদিন সম্ভব নয় একদিন এরাই প্রথম সারির দল হয়ে প্রমান করবে বাংলাদেশ ভয়কে জয় করতে শিখছে সাবাশ বাংলাদেশ এগিয়ে যাও আমরা আছি তোমাদের সাথে ,positive
 হে মাবুদ প্রতিদিন তাহাজ্জত নামাজ পড়ে বাংলার কোটি মানুষের ভাগ্য পরিবর্তনের সংগ্রাম শুরু করা আমাদের প্রানপ্রিয় প্রধানমন্ত্রীকে বিপদ থেকে রক্ষা করে তুমি কোটি মানুষের স্বপ্নকে বাঁচিয়েছতোমার দরবারে লাকো কোটি শোকরিয়া ,positive
এরশাদ কে ফাঁশি তে জোলান হোক সে বেইমান উনা কোনা রাজনিতি বিদনয় শয়রাচার ,negative
 কাংলুদের জন্য সুখবর কাংলুদের এখন নতুন বাপ হয়েছে চুং চ্যাং এবার থেকে কাংলুরা নতুন বাপেদের মতো শুকর খাবে সেই জন্য ভারত সরকার কাংলুদের জন্য তে শুকর দেওয়ার কথা ঘোষনা করছে ,negative
 জার জার চাপট জার জার মত কিন্তু আমার চাপট সব দলের জন্যজারা বুঝেন নাই তারা মুখে ললি পপ দিয়ে শুয়ে থাকুন একা শরিফ ,negative
 বিশ্ববিদ্যালয় শুধু জ্ঞান অর্জনের তীর্থঘর নয় ইহা বেকার তৈরির কারখানাও বটে প্রতিবছর যেভাবে বেকার জন্ম দিচ্ছে একদিন হয়তো এই বিশ্ববিদ্যালয় মাতার মিসক্যারেজড হয়ে যাবে চীন এত উন্নত দেশ অথচ এই চীনে একসময় সরকার বিশ্ববিদ্যালয় বন্ধ করে দিয়েছিল বছরের জন্য শুধুমাত্র গ্রাজুয়েটদের চাকরি দিতে পারে নি বলে এই বছরে সবাই নিজ নিজ বাড়িতে কারখানা খুলেছিল কারিগরি সর্ট কোর্স করে বড় কারখানা খোলারও টাকা ছিল না তখন চীনারা নিজেরা সাবলম্বী হয়েছে নিজেদের প্রচেষ্টায় ,negative
 ভালো উদ্দোগ কিন্তু বার্মার কিছুই যায় আসে না ওরা জংগলে একা থাকতেই সাচ্ছন্দ বোধ করে সভ্যতা থেকে যতদূর ততোই শান্তি ওদের আর ওদের নির্মমতার সমর্থকেরও অভাব নাই পৃথিবীতে ,negative
 হুকুমের অপেকখায় হাজারো মুসলিম যোদধা প্রসতুত আছে মহামান্য সেক হাসিনা আপনি শুদু আদেশ করে দেখেন বাংলার মুসলমান ঘরে বসে থাকবে না ,negative
শান্তিতে নোবেল পুরস্কার বিজয়ী সুচির অশান্তির উপহার    ,negative
 মানুষ কতটা বেহায়া নির্লজ্জ হ লে এমন কর তে পা রে ,negative
 জি এইটা আমাদের প্রিয় বাংলাদেশ খারাপের রাজ্যে ভালো মানুষ সংব্র্ধনা পায় না ,negative
 চেহারাটাই চোরের মতো মনে হয় বদির ,negative
 হাজারো তোরন সবাই বাবা ইয়াবা ব্যবসায়ী ,negative
 চোরাকারবারি মাদক সম্রাট বোদির আগমন ঝাড়ু জুতা দিয়া জানাইও সবাই সাগতম ,negative
 আমরা অভাগা জাতী ভালো ও মন্দের তুলনা বুজি না ,negative
 বাংলাদেশ বনাম ইংল্যান্ড এর মধ্যকার শেষ ও সিরিজ নির্ধারণী ম্যাচ এর বল টু বল স্কোর ও লাইভ আপডেট পেতে এই পেইজে লাইক দিন ,positive
তাহলে গোটা দুনিয়াটা অনেক সুন্দর হতো ,positive
 হে আললাহ তুমি সকল মুসলমানদের হেফাজত করিও অামিন ,positive
 মেয়েটা এত মায়াজে শুদুই আদর করতে ইচেছ করে কিঊট মামুনি অনক বড় হও তোমি ,positive
 সিমান্ত অবশ্যই খুলে দিতে হবে ,positive
 তবু সাকিব সারা বিশ্বের হিরো সাকিব আমাদের দেশের অহংকার ,positive
 এই হলো বঙ্গবন্ধু কন্যা শ্রদ্ধায় মাথা অবনত ,positive
 ভাই এগিয়ে যাও আমরা আছি ,positive
 খুব সুন্দর হয়েছে দিদি তোমাকে দারুন লাগছে শুভ অষ্টমী দিদি ,positive
 অনেক অনেক শুভ কামনা রইল তোমার জন্য  ,positive
 আমাদের সমুদ্র সীমা পাহাড়া দেওয়ার জন্য সাবমেরিনের অনেক বেশি প্রয়োজন ,positive
 সাকিব ভাই বাংলাদেশের প্রাণ এবং আজ যে খেলাটা হল সেটা পুরো বাংলাদেশ দুক্ষ পেল ,positive
 সাকিব ভাই তামিম ভাই মুশি ভাই ইমরুল ভাই একটু দায়িত্ব নিয়ে কাল করলে বাংলাদেশ জয়ের সপ্ন দেখতে পারে৷ ,positive
 সাকিব ভাইয়া তুমি জান না আমি তোমার কত বড় ফ্যান  তোমার খেলা দেখার জন্য আমি পাগল হয়ে যাইআই লাভ ইউ সাকিব ভাইয়া ,positive
 ঢাকা কল্যানপুরে জরুরী ভিত্তিতে বি রক্তের প্রয়োজন  যোগাযোগঃ শেয়ার করুন ,positive
 একেই বলে আদশ মানুষসে নিজে এর সম্মুখিন হয়েছে কিন্তু সে চায়না দেশের অন্য কেই এর শিকার হউকধন্যবাদ তোমাকে হে নারী তোমাকেই তো খুচছে দেশ প্রিথিবীতে যা কিছু চির কল্যান কর অধেক তার করিয়াছে নারী অধেক নরতাই দেশকে এগিয়ে নিতে তোমাদেরও সহযোগিতা দরকারতোমরা পিছিয়ে থাকবে কেনো ,positive
 বর তার নিেজর কথা রাকছে টিক করছে ধন্যবাদ ,positive
 হায়রে ডিএমপি হায়রে পুলিশ তোমরা দেশ রক্ষক আর জনগনের বন্দু হয়ে তোমরা কিনা রাজনিতি কর সরকার দলকে বিনা শর্ত আর বিরোদিকে শর্ত চমৎকার ,positive
 খুবই খুশির খবর অত্যাচারী জালিমদের সবকিছু পুড়ে ছাই হয়ে যাক এটা ওদের পাপের ফল ,positive
 তার মানে আমরা সাম্প্রদায়িক সম্প্রীতিতে আমাদের বিশ্বাস এখনো অটুট রেখেছি কিন্তু দুঃখের বিষয় এদেশের বৌদ্ধরা সে সম্মানটুকুর মর্যাদা রেখে মিয়ানমারের মুসলিম হত্যা এবং মসজিদ ধ্বংসের প্রতিবাদে এখনো সামিল হচ্ছেনা ,negative
 পৃথিবীতে মানবতা নাই যদি থাকতো তাহলে এমনটা আজ দেখতে হতো না ,negative
 একটি মেয়ে যখন আপনার বোনঃ এস এম আরিফুল ইসলাম আমার মা কারো বোন আমার বোন কারো মা আমার স্ত্রী কারো বোন কারো স্ত্রী আমার বোন হতেও পারে কারো মেয়ে আপনার প্রেমিকা ভালোবাসা আরো অনেক ধরনের সম্পর্ক আমার উপরের শিরোনামে লেখা আছে কোন মেয়ে যখন আপনার বোন আমি এখানে ভাইয়ে কাছে বোনের সম্পর্ক কেমন হবে বা কেমন হওয়া উচিত তার কিছুটা হলেও তুলে ধরব আমাদের সমাজে কোন মেয়ে যখন কোন খারাপ কাজ করে তখন ঐ মেয়েকে বৈশ্য নষ্টা ইত্যাদি ইত্যাদি বলে কিন্তু এই মেয়েটি একদিনে এতদূর এগোয়নি আমরা ভাইয়েরা বোনের খবর রাখিনা পিতামাত ,negative
 সাংবাদিক ভাইদের কোন কাজ নাই ,negative
 মুসলিম বলে এটাই যদি হয় তাহলে ভারতের মুসলিমদের রাষ্টপতি মন্ত্রি প্রধান মন্ত্রি শাহারুখ সালমান আমির খান বানোও ঠিক হয় নাই ,negative
 জাহিরকে বোলিং কোচ করছে না ভারত ,negative
 ওরা একটি নোংরা জাতি তা আই সি সি ভাল করেই জানে তাই শাস্তিটাও ঠিক আছে ,negative
 কেমন লাগল শালার মালুর জাতনিজের বাঁশ নিজে খাইলি ,negative
 গাঞ্জা খাইয়া নিউজ শেয়ার করছে দিগন্তবয়কটে কোনো জরিমানা হয় না ,negative
কুমিল্লা আমার হোম সিটি যে যাই বলুক সব দিক দিয়ে কুমিল্লা আমার প্রানের শহর কুমিল্লা ভিক্টোরিয়ান্স বিপিএলে ফ্রান্সাইজি হওয়ায় খুবি খুশি যদি রাজনীতি না আসে তা হলে শুধু আমি নয় কুমিল্লার সবাই খুশি কথা হলো মাঠে ভালো খেলতে পারে না তাই জয়ের মুখ দেখতে বিলম্ব হচ্ছে কুমিল্লা যদি আরো টি ম্যাচের মাঝে একটিও না জিতে তাহলে আমি কুমিল্লার সাপোর্ট করে যাব যারা টাকা দিয়ে টিম কিনেছেন তারা টিম খারাপ করলে ম্যানেজমেন্ট ও ক্যাপ্টেনকে কিছু বলতেই পারে তাই অইটা নিয়ে সাধারনদের কোন মাথাব্যথার কারন দেখছি ন ,positive
 মজলুমরাই আজ দাড়ালো মজলুমদের পাশেআল্লাহ তুমি উভয় মজলুমের হেফাজতকারী ,positive
 খুব সুন্দর পরিবেশনা ধন্যবাদ অনেম ভাল লেগেছে ,positive
চাকর বলল এতকিছুর পরও আমি শুধু আপনাকে এটাই বলব আল্লাহ সবসময়ই ভালো ও সঠিক কাজর করেন ,positive
আমরার দরকার একটা হাতি আর বানরের যাহ্ ,positive
 শুভ জন্মদিনে অনেক অনেক অনেক শুভেচ্ছা জন্মদিনের উপহার হিসাবে প্রতিনিয়ত নাটকে দেখতে চাই  ,positive
 ছোট থেকেই তুই আমাদের সাথে খেলছিসএগিয়ে যা আশিক ,positive
 বআংলাদেশে ওদেরকে আশ্রয় দেওয়া দরকার ,positive
 মোসমান হলে আসা দেও য়া হক ,positive
 আপনারা জারা পরের ম্যাচে প্ল্যাকার্ড নিয়ে জাবেন তারা নামের প্ল্যাকার্ড নিয়ে জাবেন বিসিবিকে বোঝাতে হবে নাসির কে ,positive
 আসলেই ভারতীওরা ব্যাপক বিনোদন দেয় ,positive
 ট্রাম্প বিশ্বের সেরা প্রেসিডেন্ট হবে একদিন সবাইকে তাক লাগিয়ে একদিন নোবেল শান্তি পুরস্কারও জয় করবে ,positive
অনেক অনেক শুভকামনা রইলো আমাদের টাইগারদের জন্য ,positive
 আশা করি আপ্নি এই শিরিজে ও নিজেকে তুলে ধরবেন ধারাবাহিক ভাবে ,positive
আল্লাহর কাছে এই দোয়াই করি যেন আমাদের সুস্থ ভাবে দেশে ফিরে আসতে পারে আল্লাহু আকবার ,positive
 এই তো মন্তীর মত কথা ধন্যবাদ ,positive
 আমরা উক্ত ঘটনায় গভীর আনন্দ প্রকাশ করছি ,positive
 আমিও যদি সঙ্গী হতে পারতাম তাহলে নিজেকে ধন্য মনে হতো তারপরও মনে প্রাণে তোমাদের আশে পাশে আছি এবং থাকবো ইনশা আল্লাহ্ ,positive
 এত ব্যস্ততার মধ্যে ও একটু লিখতে ইচ্ছে করলো ধন্যবাদ জানাই প্রথম আলোর প্রতিনিধি শাহ্ আলম সনি ভাইজান কে যে সুন্দর একটি প্রতিবেদন দেওয়ার জন্য আমি বিশ্বাস করি আপনারা যারা সাংবাদিক আছেন তারা চাইলে চুয়াডাঙা কে আর ও সুন্দর কিছু প্রতিবেদন তুলে ধরতে পারেন চুয়াডাঙা আঁনাচে কাঁনাচে অনেক প্রতিভা লুকিয়ে আছে যা আপনারা তুলে ধরতে পারেন এইটুকু বলতে পারি যে জনকে উপকার করলে কেয়ামত পর্যন্ত ওই ফ্যামিলিতে যত জন আসবে সবার দোয়া বা সওয়াব আপনি পাবেন ঠিক যদি এর উল্টোটা যদি বলি ক্ষতি করলে ও কিয়ামত পর্যন্ত গুনাহ্ হত ,positive
 দোস্ত একখান ফাটাফাটি কথা কইছশ ,positive
 ভাই তুই মেসির সাথে থেকে তুই চোর হয়ছিস সৎ সঙ্গে স্বর্গে বাস অসৎ সঙ্গে সর্বনাশ ,negative
 আজেষ্টিনার সাপটারা বড় বড় কথা বলা বাত দায় লজা করা ইচিত গোল খাওয়ার পরেই আবার কথা চোদায় ,negative
 আরে সালারা হয়নি হতে পারে মেসি কি ভাল রে মেসি নোংরা ওর জেল হয়নি মেসির বছর আর নেইমারের বছর তাও হতে পারে ,negative
 আমি আর্জেন্টিনার সাপোর্টার কিন্তু নেইমারের খেলা খুবই ভালো তার দুই বসরের জেল হবে খুবই খারাপ লাগছে ,negative
 আমার মনে হয় এসবের কিছুই হবে নাবিশ্বখ্যাত দের মধ্যে যিনি একজন তার কিছু হতে পারে বিশ্বাস হয় না ,negative
 নেইমারের বাল ছিড়ে বোঝা বেধো ,negative
 সালারে জেলে নিয়া গরম ডিম দে ,negative
 আমি একজন তবে নেইমারের জন্য খারাপ লাগতেছ  ,negative
 হালার পুত জেল না জরিমানা দিতে হয়  ,negative
 আরে সালা জেল হয় নি হতে পারেদিগন্তের কাছে মনে হয় জেল হয়ে গেছেনেইমার ছাড়া মেসি অসহায় ,negative
 নেইমার ভালো ফুটবলার কিন্তু তার আচরন ভালো না ,negative
 তোর বোনকে নেইমার বিয়ে করে ছেরে দিছে না কি রে সেই কারনে এরকম অপবাদ নেইমারকে দেইছিস,negative
আল্লাহ হায়াতি দান করেন এমন মানোষুর জন্য ,positive
 যা দেখি তুমি তার চাইতেও সুন্দর ,positive
 মজা লসসস এটা অামার পেইজ মজা লসসস ,positive
 বাংলাদেল সরকার একজন মুসলমান হিসাবে সিমনত খোলেদেয়া তার ঈমানি দায়িত্য আর তারা যেকোন ধর্মের ই হোকনাকন তাদের সাহায্যকরা মানুষ হিসাবে কর্তব্য ,positive
 গ্রামীণফোন ই সেরা থাকবে আশা করি ,positive
 রোহিঙ্গারা যখন মুসলিম হয়ার কারণে হত্যা শিকার হচ্ছে তখন আমাদের দেশে বৌদ্ধরা পরম শান্তিতে বসবাস করিতে ছে ,positive
 শাস্ত্র জ্ঞান যাদের আছে তাঁরাই শাস্ত্রীয় সংগীতে আকৃষ্ট হয় ,positive
